time/s	Ewe/V	<I>/mA	cycle number	
1.194477823580509E+005	1.6514246E+000	-2.933449598614671E-004	3.000000000000000E+000
1.194504494574158E+005	1.6512641E+000	-2.945720714571977E-004	3.000000000000000E+000
1.194531157567794E+005	1.6510521E+000	-2.940222276299853E-004	3.000000000000000E+000
1.194557820561436E+005	1.6508437E+000	-2.948481341562073E-004	3.000000000000000E+000
1.194584492555084E+005	1.6506240E+000	-2.952944573885409E-004	3.000000000000000E+000
1.194611146548726E+005	1.6504426E+000	-2.951015385594521E-004	3.000000000000000E+000
1.194637818542363E+005	1.6502459E+000	-2.955894259759834E-004	3.000000000000000E+000
1.194664480536012E+005	1.6500263E+000	-2.956151409493526E-004	3.000000000000000E+000
1.194691144529677E+005	1.6498410E+000	-2.962267802698280E-004	3.000000000000000E+000
1.194717815523414E+005	1.6496288E+000	-2.953467198626731E-004	3.000000000000000E+000
1.194744470517165E+005	1.6494169E+000	-2.962112529915658E-004	3.000000000000000E+000
1.194771141510902E+005	1.6492411E+000	-2.960716009950239E-004	3.000000000000000E+000
1.194797804504642E+005	1.6490368E+000	-2.958494770391538E-004	3.000000000000000E+000
1.194824468498384E+005	1.6488705E+000	-2.966374164271483E-004	3.000000000000000E+000
1.194851138492126E+005	1.6486355E+000	-2.967687225492255E-004	3.000000000000000E+000
1.194877794485871E+005	1.6484387E+000	-2.970609931653813E-004	3.000000000000000E+000
1.194904465479611E+005	1.6482420E+000	-2.967629895400089E-004	3.000000000000000E+000
1.194931128473352E+005	1.6480606E+000	-2.968952429590883E-004	3.000000000000000E+000
1.194957791467069E+005	1.6478390E+000	-2.973892870177983E-004	3.000000000000000E+000
1.194984462460710E+005	1.6475923E+000	-2.974368953631752E-004	3.000000000000000E+000
1.195011118454351E+005	1.6474625E+000	-2.974177670361771E-004	3.000000000000000E+000
1.195037788447996E+005	1.6472560E+000	-2.984184496870471E-004	3.000000000000000E+000
1.195064452441640E+005	1.6470214E+000	-2.987011312587991E-004	3.000000000000000E+000
1.195091115435278E+005	1.6468379E+000	-2.986288952039904E-004	3.000000000000000E+000
1.195117786428926E+005	1.6466717E+000	-2.980460746569045E-004	3.000000000000000E+000
1.195144441422572E+005	1.6464387E+000	-2.989166225140957E-004	3.000000000000000E+000
1.195171112416205E+005	1.6462379E+000	-3.001199881821418E-004	3.000000000000000E+000
1.195197776409851E+005	1.6460586E+000	-3.001010051274491E-004	3.000000000000000E+000
1.195224438403543E+005	1.6458560E+000	-3.005027164608987E-004	3.000000000000000E+000
1.195251110397275E+005	1.6456592E+000	-3.002638773016838E-004	3.000000000000000E+000
1.195277765391022E+005	1.6454298E+000	-3.010859861056429E-004	3.000000000000000E+000
1.195304436384770E+005	1.6452314E+000	-3.007258838846390E-004	3.000000000000000E+000
1.195331099378505E+005	1.6450267E+000	-3.008461685438148E-004	3.000000000000000E+000
1.195357756372252E+005	1.6448451E+000	-3.004165991090917E-004	3.000000000000000E+000
1.195384422365997E+005	1.6446028E+000	-3.012882850822714E-004	3.000000000000000E+000
1.195411076359736E+005	1.6444404E+000	-3.010656790845523E-004	3.000000000000000E+000
1.195437748353477E+005	1.6442128E+000	-3.015243256060680E-004	3.000000000000000E+000
1.195464410347221E+005	1.6440142E+000	-3.024161909501695E-004	3.000000000000000E+000
1.195491074340919E+005	1.6438328E+000	-3.018891158191490E-004	3.000000000000000E+000
1.195517745334558E+005	1.6436132E+000	-3.016676558711658E-004	3.000000000000000E+000
1.195544400328207E+005	1.6433953E+000	-3.034941691200071E-004	3.000000000000000E+000
1.195571071321843E+005	1.6432331E+000	-3.031862784690685E-004	3.000000000000000E+000
1.195597734315488E+005	1.6430459E+000	-3.030324093268484E-004	3.000000000000000E+000
1.195624398309132E+005	1.6428127E+000	-3.031640580406069E-004	3.000000000000000E+000
1.195651068302772E+005	1.6426064E+000	-3.036339567181424E-004	3.000000000000000E+000
1.195677724296419E+005	1.6423752E+000	-3.034016730902938E-004	3.000000000000000E+000
1.195704395290059E+005	1.6422302E+000	-3.038979425840633E-004	3.000000000000000E+000
1.195731058283700E+005	1.6420391E+000	-3.044599636579243E-004	3.000000000000000E+000
1.195757721277408E+005	1.6418195E+000	-3.041396867977273E-004	3.000000000000000E+000
1.195784392271149E+005	1.6416379E+000	-3.037978358150272E-004	3.000000000000000E+000
1.195811048264885E+005	1.6414450E+000	-3.046662117616771E-004	3.000000000000000E+000
1.195837718258634E+005	1.6411906E+000	-3.047735747829334E-004	3.000000000000000E+000
1.195864382252375E+005	1.6410096E+000	-3.048159368246378E-004	3.000000000000000E+000
1.195891045246110E+005	1.6408128E+000	-3.039050268523547E-004	3.000000000000000E+000
1.195917716239860E+005	1.6406462E+000	-3.056178131513269E-004	3.000000000000000E+000
1.195944371233603E+005	1.6404305E+000	-3.046875670764378E-004	3.000000000000000E+000
1.195971042227335E+005	1.6401861E+000	-3.053770835063554E-004	3.000000000000000E+000
1.195997706221084E+005	1.6400350E+000	-3.051145847287069E-004	3.000000000000000E+000
1.196024368214769E+005	1.6398096E+000	-3.059318618964940E-004	3.000000000000000E+000
1.196051040208400E+005	1.6396167E+000	-3.055281375193212E-004	3.000000000000000E+000
1.196077695202054E+005	1.6394181E+000	-3.062481018825444E-004	3.000000000000000E+000
1.196104366195696E+005	1.6392384E+000	-3.069017445194349E-004	3.000000000000000E+000
1.196131029189333E+005	1.6389940E+000	-3.067884450337734E-004	3.000000000000000E+000
1.196157692182977E+005	1.6388201E+000	-3.068314768256654E-004	3.000000000000000E+000
1.196184364176623E+005	1.6386462E+000	-3.075082231191206E-004	3.000000000000000E+000
1.196211018170260E+005	1.6384455E+000	-3.069423253101501E-004	3.000000000000000E+000
1.196237690163907E+005	1.6382105E+000	-3.082172227375341E-004	3.000000000000000E+000
1.196264352157554E+005	1.6379930E+000	-3.082014535233449E-004	3.000000000000000E+000
1.196291016151267E+005	1.6378250E+000	-3.074089558195965E-004	3.000000000000000E+000
1.196317687145011E+005	1.6376147E+000	-3.080919664452944E-004	3.000000000000000E+000
1.196344342138760E+005	1.6374009E+000	-3.081706269396278E-004	3.000000000000000E+000
1.196371014132493E+005	1.6371715E+000	-3.086042191208804E-004	3.000000000000000E+000
1.196397676126240E+005	1.6370111E+000	-3.086083533867679E-004	3.000000000000000E+000
1.196424340119984E+005	1.6368563E+000	-3.086199377121306E-004	3.000000000000000E+000
1.196451010113719E+005	1.6366272E+000	-3.088816866490754E-004	3.000000000000000E+000
1.196477666107464E+005	1.6364303E+000	-3.091679503485544E-004	3.000000000000000E+000
1.196504337101209E+005	1.6362604E+000	-3.102689599694093E-004	3.000000000000000E+000
1.196531000094943E+005	1.6360462E+000	-3.098672534184010E-004	3.000000000000000E+000
1.196557663088612E+005	1.6358134E+000	-3.097020166477390E-004	3.000000000000000E+000
1.196584334082254E+005	1.6355916E+000	-3.094579385357578E-004	3.000000000000000E+000
1.196610990075897E+005	1.6354349E+000	-3.098761419653897E-004	3.000000000000000E+000
1.196637660069540E+005	1.6352228E+000	-3.113515555218219E-004	3.000000000000000E+000
1.196664324063184E+005	1.6350378E+000	-3.108694118297379E-004	3.000000000000000E+000
1.196690987056824E+005	1.6348391E+000	-3.116058052014335E-004	3.000000000000000E+000
1.196717658050468E+005	1.6346095E+000	-3.113500517017836E-004	3.000000000000000E+000
1.196744313044110E+005	1.6344434E+000	-3.118761851028146E-004	3.000000000000000E+000
1.196770984037751E+005	1.6342084E+000	-3.117576392197652E-004	3.000000000000000E+000
1.196797648031408E+005	1.6340272E+000	-3.119211553734560E-004	3.000000000000000E+000
1.196824310025135E+005	1.6337998E+000	-3.119460886058713E-004	3.000000000000000E+000
1.196850982018874E+005	1.6336162E+000	-3.119456248805753E-004	3.000000000000000E+000
1.196877637012624E+005	1.6334006E+000	-3.123996496565934E-004	3.000000000000000E+000
1.196904308006358E+005	1.6332363E+000	-3.120531424700632E-004	3.000000000000000E+000
1.196930971000101E+005	1.6330087E+000	-3.119277576994857E-004	3.000000000000000E+000
1.196957633993849E+005	1.6328195E+000	-3.125619799882050E-004	3.000000000000000E+000
1.196984305987583E+005	1.6326171E+000	-3.130486337226406E-004	3.000000000000000E+000
1.197010959981326E+005	1.6324053E+000	-3.125037411329506E-004	3.000000000000000E+000
1.197037631975072E+005	1.6322426E+000	-3.133026188878868E-004	3.000000000000000E+000
1.197064293968800E+005	1.6320232E+000	-3.135759676703353E-004	3.000000000000000E+000
1.197090957962447E+005	1.6318185E+000	-3.136375548473628E-004	3.000000000000000E+000
1.197117628956100E+005	1.6316143E+000	-3.139065326384968E-004	3.000000000000000E+000
1.197144283949744E+005	1.6314365E+000	-3.139830016177067E-004	3.000000000000000E+000
1.197170955943377E+005	1.6312282E+000	-3.145397570754908E-004	3.000000000000000E+000
1.197197617937026E+005	1.6310221E+000	-3.142858819572582E-004	3.000000000000000E+000
1.197224281930671E+005	1.6307907E+000	-3.136970324749552E-004	3.000000000000000E+000
1.197250951924301E+005	1.6306016E+000	-3.151803670716701E-004	3.000000000000000E+000
1.197277607917953E+005	1.6304680E+000	-3.148876407103408E-004	3.000000000000000E+000
1.197304278911599E+005	1.6302541E+000	-3.152385137055375E-004	3.000000000000000E+000
1.197330941905253E+005	1.6300229E+000	-3.155326979835594E-004	3.000000000000000E+000
1.197357598898998E+005	1.6298069E+000	-3.154326053123064E-004	3.000000000000000E+000
1.197384263892742E+005	1.6296294E+000	-3.151521353725261E-004	3.000000000000000E+000
1.197410919886479E+005	1.6294482E+000	-3.157956296121283E-004	3.000000000000000E+000
1.197437589880228E+005	1.6292244E+000	-3.168073109319327E-004	3.000000000000000E+000
1.197464253873965E+005	1.6290220E+000	-3.167724852223179E-004	3.000000000000000E+000
1.197490916867706E+005	1.6288291E+000	-3.169774965665344E-004	3.000000000000000E+000
1.197517587861447E+005	1.6286168E+000	-3.165279424659721E-004	3.000000000000000E+000
1.197544242855194E+005	1.6284087E+000	-3.172497106387676E-004	3.000000000000000E+000
1.197570913848931E+005	1.6282290E+000	-3.177981633984070E-004	3.000000000000000E+000
1.197597577842655E+005	1.6280609E+000	-3.174317618811580E-004	3.000000000000000E+000
1.197624239836298E+005	1.6278201E+000	-3.180330992447900E-004	3.000000000000000E+000
1.197650911829940E+005	1.6276140E+000	-3.187059974228768E-004	3.000000000000000E+000
1.197677566823589E+005	1.6274344E+000	-3.187433112742041E-004	3.000000000000000E+000
1.197704237817228E+005	1.6272205E+000	-3.185401533740339E-004	3.000000000000000E+000
1.197730900810866E+005	1.6270047E+000	-3.185366890884334E-004	3.000000000000000E+000
1.197757563804516E+005	1.6268212E+000	-3.182865614291124E-004	3.000000000000000E+000
1.197784235798153E+005	1.6266702E+000	-3.184611277492959E-004	3.000000000000000E+000
1.197810889791790E+005	1.6264409E+000	-3.185447206509821E-004	3.000000000000000E+000
1.197837561785445E+005	1.6262517E+000	-3.190562105145783E-004	3.000000000000000E+000
1.197864223779118E+005	1.6260362E+000	-3.188586545387358E-004	3.000000000000000E+000
1.197890887772855E+005	1.6258259E+000	-3.185067065083189E-004	3.000000000000000E+000
1.197917558766606E+005	1.6256541E+000	-3.191447394005125E-004	3.000000000000000E+000
1.197944213760346E+005	1.6254420E+000	-3.203134374810291E-004	3.000000000000000E+000
1.197970885754079E+005	1.6252584E+000	-3.204162357897120E-004	3.000000000000000E+000
1.197997547747830E+005	1.6250620E+000	-3.211496536488399E-004	3.000000000000000E+000
1.198024211741572E+005	1.6248192E+000	-3.204202186192309E-004	3.000000000000000E+000
1.198050881735305E+005	1.6246376E+000	-3.210067606720466E-004	3.000000000000000E+000
1.198077537729060E+005	1.6244370E+000	-3.211553166425126E-004	3.000000000000000E+000
1.198104208722798E+005	1.6242175E+000	-3.211742795575776E-004	3.000000000000000E+000
1.198130871716500E+005	1.6240188E+000	-3.214295679541106E-004	3.000000000000000E+000
1.198157535710149E+005	1.6238389E+000	-3.215225548433166E-004	3.000000000000000E+000
1.198184205703789E+005	1.6236767E+000	-3.214961395212350E-004	3.000000000000000E+000
1.198210861697427E+005	1.6234474E+000	-3.225772599845661E-004	3.000000000000000E+000
1.198237531691073E+005	1.6232563E+000	-3.219562845795058E-004	3.000000000000000E+000
1.198264195684716E+005	1.6230140E+000	-3.223797768070113E-004	3.000000000000000E+000
1.198290858678354E+005	1.6228344E+000	-3.223885432703283E-004	3.000000000000000E+000
1.198317529672002E+005	1.6226299E+000	-3.226339554702378E-004	3.000000000000000E+000
1.198344184665647E+005	1.6224256E+000	-3.229692915699550E-004	3.000000000000000E+000
1.198370855659283E+005	1.6222821E+000	-3.221457096890586E-004	3.000000000000000E+000
1.198397519652983E+005	1.6220893E+000	-3.235738922673205E-004	3.000000000000000E+000
1.198424181646723E+005	1.6218944E+000	-3.223465513622612E-004	3.000000000000000E+000
1.198450845640462E+005	1.6216500E+000	-3.229155008518880E-004	3.000000000000000E+000
1.198477508634210E+005	1.6214646E+000	-3.237623698743681E-004	3.000000000000000E+000
1.198504179627947E+005	1.6212488E+000	-3.243764027511869E-004	3.000000000000000E+000
1.198530834621694E+005	1.6210310E+000	-3.245112569618012E-004	3.000000000000000E+000
1.198557505615435E+005	1.6208551E+000	-3.238914170791427E-004	3.000000000000000E+000
1.198584169609179E+005	1.6206414E+000	-3.247775526488061E-004	3.000000000000000E+000
1.198610831602919E+005	1.6204557E+000	-3.245034894299084E-004	3.000000000000000E+000
1.198637503596661E+005	1.6202590E+000	-3.240892245494569E-004	3.000000000000000E+000
1.198664158590352E+005	1.6200776E+000	-3.250665270680725E-004	3.000000000000000E+000
1.198690829583991E+005	1.6198388E+000	-3.249814086918076E-004	3.000000000000000E+000
1.198717492577637E+005	1.6196729E+000	-3.255112727912944E-004	3.000000000000000E+000
1.198744155571274E+005	1.6194587E+000	-3.258952977970033E-004	3.000000000000000E+000
1.198770827564918E+005	1.6192447E+000	-3.256500270117048E-004	3.000000000000000E+000
1.198797481558567E+005	1.6190479E+000	-3.255627316122080E-004	3.000000000000000E+000
1.198824153552200E+005	1.6188587E+000	-3.257322141294932E-004	3.000000000000000E+000
1.198850815545842E+005	1.6186661E+000	-3.256633253248325E-004	3.000000000000000E+000
1.198877479539495E+005	1.6184518E+000	-3.258381543900114E-004	3.000000000000000E+000
1.198904150533129E+005	1.6182591E+000	-3.291525933768840E-004	3.000000000000000E+000
1.198930805526841E+005	1.6180812E+000	-3.289959369585406E-004	3.000000000000000E+000
1.198957477520593E+005	1.6178615E+000	-3.286736864472934E-004	3.000000000000000E+000
1.198984139514328E+005	1.6176746E+000	-3.295180980703947E-004	3.000000000000000E+000
1.199010803508065E+005	1.6174815E+000	-3.287964314594282E-004	3.000000000000000E+000
1.199037473501817E+005	1.6172618E+000	-3.287492225521604E-004	3.000000000000000E+000
1.199064129495558E+005	1.6170652E+000	-3.284455661614286E-004	3.000000000000000E+000
1.199090800489294E+005	1.6168454E+000	-3.293620341235405E-004	3.000000000000000E+000
1.199117463483044E+005	1.6166602E+000	-3.298499518951321E-004	3.000000000000000E+000
1.199144127476783E+005	1.6164576E+000	-3.292779818406828E-004	3.000000000000000E+000
1.199170797470519E+005	1.6162473E+000	-3.298585306539159E-004	3.000000000000000E+000
1.199197453464195E+005	1.6160887E+000	-3.296502216638807E-004	3.000000000000000E+000
1.199224123457839E+005	1.6158652E+000	-3.306835526409287E-004	3.000000000000000E+000
1.199250787451478E+005	1.6156628E+000	-3.301979655551670E-004	3.000000000000000E+000
1.199277450445127E+005	1.6154661E+000	-3.307328719438188E-004	3.000000000000000E+000
1.199304121438765E+005	1.6152674E+000	-3.303891494929219E-004	3.000000000000000E+000
1.199330776432408E+005	1.6150324E+000	-3.310648716182869E-004	3.000000000000000E+000
1.199357441426055E+005	1.6148623E+000	-3.308006551750520E-004	3.000000000000000E+000
1.199384099419699E+005	1.6146734E+000	-3.303059169940249E-004	3.000000000000000E+000
1.199410761413339E+005	1.6144669E+000	-3.312039498824561E-004	3.000000000000000E+000
1.199437433406988E+005	1.6142702E+000	-3.303831721955339E-004	3.000000000000000E+000
1.199464088400709E+005	1.6140122E+000	-3.317638175358018E-004	3.000000000000000E+000
1.199490759394453E+005	1.6138365E+000	-3.314998564771018E-004	3.000000000000000E+000
1.199517422388198E+005	1.6136760E+000	-3.317987114445347E-004	3.000000000000000E+000
1.199544085381934E+005	1.6134717E+000	-3.330024266484282E-004	3.000000000000000E+000
1.199570757375676E+005	1.6132959E+000	-3.326453804548264E-004	3.000000000000000E+000
1.199597411369428E+005	1.6130497E+000	-3.324629892417479E-004	3.000000000000000E+000
1.199624083363162E+005	1.6128949E+000	-3.330162929912383E-004	3.000000000000000E+000
1.199650745356902E+005	1.6126636E+000	-3.338721009379775E-004	3.000000000000000E+000
1.199677409350654E+005	1.6124363E+000	-3.351296716073665E-004	3.000000000000000E+000
1.199704080344383E+005	1.6122816E+000	-3.348891089017241E-004	3.000000000000000E+000
1.199730735338042E+005	1.6120943E+000	-3.347745908936677E-004	3.000000000000000E+000
1.199757407331691E+005	1.6118706E+000	-3.344986959626633E-004	3.000000000000000E+000
1.199784069325328E+005	1.6117009E+000	-3.347082056254615E-004	3.000000000000000E+000
1.199810733318967E+005	1.6114620E+000	-3.351092978959775E-004	3.000000000000000E+000
1.199837403312619E+005	1.6112881E+000	-3.345663663341697E-004	3.000000000000000E+000
1.199864059306257E+005	1.6110854E+000	-3.374368618870660E-004	3.000000000000000E+000
1.199890730299894E+005	1.6109080E+000	-3.390064139643396E-004	3.000000000000000E+000
1.199917393293548E+005	1.6106769E+000	-3.382954652230361E-004	3.000000000000000E+000
1.199944057287185E+005	1.6104665E+000	-3.374442754385081E-004	3.000000000000000E+000
1.199970727280839E+005	1.6102661E+000	-3.375944840104728E-004	3.000000000000000E+000
1.199997383274580E+005	1.6100596E+000	-3.374109228066413E-004	3.000000000000000E+000
1.200024053268319E+005	1.6098708E+000	-3.370124582242934E-004	3.000000000000000E+000
1.200050717262058E+005	1.6096607E+000	-3.375325517002612E-004	3.000000000000000E+000
1.200077380255805E+005	1.6094446E+000	-3.378987223744126E-004	3.000000000000000E+000
1.200104051249544E+005	1.6092919E+000	-3.369803622796724E-004	3.000000000000000E+000
1.200130706243283E+005	1.6090319E+000	-3.375798027013344E-004	3.000000000000000E+000
1.200157377237030E+005	1.6088543E+000	-3.375319734023885E-004	3.000000000000000E+000
1.200184041230767E+005	1.6086636E+000	-3.372308898610650E-004	3.000000000000000E+000
1.200210703224509E+005	1.6084361E+000	-3.378686460048666E-004	3.000000000000000E+000
1.200237375218235E+005	1.6082660E+000	-3.388103298636825E-004	3.000000000000000E+000
1.200264030211887E+005	1.6080616E+000	-3.387429193793849E-004	3.000000000000000E+000
1.200290701205528E+005	1.6078590E+000	-3.392945798740029E-004	3.000000000000000E+000
1.200317364199176E+005	1.6076318E+000	-3.388070508724321E-004	3.000000000000000E+000
1.200344027192814E+005	1.6074769E+000	-3.395993059134277E-004	3.000000000000000E+000
1.200370699186455E+005	1.6072841E+000	-3.391774179394083E-004	3.000000000000000E+000
1.200397353180101E+005	1.6070472E+000	-3.404251849224611E-004	3.000000000000000E+000
1.200424025173739E+005	1.6068522E+000	-3.402084920946574E-004	3.000000000000000E+000
1.200450687167384E+005	1.6066346E+000	-3.406027117896589E-004	3.000000000000000E+000
1.200477351161028E+005	1.6064607E+000	-3.396664590085072E-004	3.000000000000000E+000
1.200504022154687E+005	1.6062639E+000	-3.412635428604651E-004	3.000000000000000E+000
1.200530677148439E+005	1.6060498E+000	-3.408042194455929E-004	3.000000000000000E+000
1.200557349142177E+005	1.6058418E+000	-3.411658421881871E-004	3.000000000000000E+000
1.200584011135916E+005	1.6056489E+000	-3.406505610432852E-004	3.000000000000000E+000
1.200610675129662E+005	1.6054233E+000	-3.420521040152997E-004	3.000000000000000E+000
1.200637345123404E+005	1.6052114E+000	-3.420227975381844E-004	3.000000000000000E+000
1.200664001117144E+005	1.6050642E+000	-3.417549962751983E-004	3.000000000000000E+000
1.200690672110890E+005	1.6048540E+000	-3.411247774467755E-004	3.000000000000000E+000
1.200717335104631E+005	1.6046593E+000	-3.418463664747115E-004	3.000000000000000E+000
1.200743999098367E+005	1.6044377E+000	-3.418900827248995E-004	3.000000000000000E+000
1.200770669092087E+005	1.6042445E+000	-3.421563099447024E-004	3.000000000000000E+000
1.200797325085734E+005	1.6040708E+000	-3.418803883603466E-004	3.000000000000000E+000
1.200823995079367E+005	1.6038395E+000	-3.434972057328770E-004	3.000000000000000E+000
1.200850659073014E+005	1.6036180E+000	-3.437674353054098E-004	3.000000000000000E+000
1.200877322066664E+005	1.6034348E+000	-3.431049786166221E-004	3.000000000000000E+000
1.200903993060294E+005	1.6032398E+000	-3.434312455356490E-004	3.000000000000000E+000
1.200930649053939E+005	1.6030469E+000	-3.436349764521234E-004	3.000000000000000E+000
1.200957319047591E+005	1.6028577E+000	-3.427580161486170E-004	3.000000000000000E+000
1.200983983041225E+005	1.6026859E+000	-3.439822376734031E-004	3.000000000000000E+000
1.201010645034872E+005	1.6024832E+000	-3.427684335187480E-004	3.000000000000000E+000
1.201037317028560E+005	1.6022848E+000	-3.444200747608128E-004	3.000000000000000E+000
1.201063972022301E+005	1.6020516E+000	-3.445593092727831E-004	3.000000000000000E+000
1.201090643016039E+005	1.6018299E+000	-3.442910163081671E-004	3.000000000000000E+000
1.201117306009787E+005	1.6016884E+000	-3.442030174601700E-004	3.000000000000000E+000
1.201143969003527E+005	1.6014804E+000	-3.445841917845190E-004	3.000000000000000E+000
1.201170640997263E+005	1.6012721E+000	-3.443050588408936E-004	3.000000000000000E+000
1.201197294991012E+005	1.6010410E+000	-3.499952496112688E-004	3.000000000000000E+000
1.201223966984750E+005	1.6008348E+000	-3.570516071657406E-004	3.000000000000000E+000
1.201250629978493E+005	1.6006588E+000	-3.541650156356707E-004	3.000000000000000E+000
1.201277292972235E+005	1.6004220E+000	-3.520788638247388E-004	3.000000000000000E+000
1.201303963965932E+005	1.6002541E+000	-3.510063498843273E-004	3.000000000000000E+000
1.201330618959579E+005	1.6000381E+000	-3.501915262504548E-004	3.000000000000000E+000
1.201357284953222E+005	1.5998298E+000	-3.499343238613996E-004	3.000000000000000E+000
1.201383940946860E+005	1.5996486E+000	-3.497620840232293E-004	3.000000000000000E+000
1.201410604940508E+005	1.5994743E+000	-3.487543240228656E-004	3.000000000000000E+000
1.201437274934148E+005	1.5992452E+000	-3.493583406688127E-004	3.000000000000000E+000
1.201463930927790E+005	1.5990485E+000	-3.499281380743829E-004	3.000000000000000E+000
1.201490601921435E+005	1.5988767E+000	-3.493791398173685E-004	3.000000000000000E+000
1.201517264915079E+005	1.5986741E+000	-3.498952143304122E-004	3.000000000000000E+000
1.201543928908715E+005	1.5984600E+000	-3.496713467132196E-004	3.000000000000000E+000
1.201570598902428E+005	1.5982347E+000	-3.499081720214174E-004	3.000000000000000E+000
1.201597254896171E+005	1.5980457E+000	-3.501228275726285E-004	3.000000000000000E+000
1.201623924889904E+005	1.5978737E+000	-3.504112285102772E-004	3.000000000000000E+000
1.201650588883650E+005	1.5976866E+000	-3.498844532123339E-004	3.000000000000000E+000
1.201677251877397E+005	1.5974897E+000	-3.508120648805864E-004	3.000000000000000E+000
1.201703922871132E+005	1.5972663E+000	-3.506681828089336E-004	3.000000000000000E+000
1.201730578864878E+005	1.5970579E+000	-3.506784663683937E-004	3.000000000000000E+000
1.201757248858623E+005	1.5968746E+000	-3.513755616352766E-004	3.000000000000000E+000
1.201783912852358E+005	1.5966684E+000	-3.520780957806295E-004	3.000000000000000E+000
1.201810574846100E+005	1.5964808E+000	-3.521267411286787E-004	3.000000000000000E+000
1.201837246839786E+005	1.5962632E+000	-3.521770509129956E-004	3.000000000000000E+000
1.201863901833425E+005	1.5960798E+000	-3.528505146966569E-004	3.000000000000000E+000
1.201890572827067E+005	1.5958582E+000	-3.536324121790769E-004	3.000000000000000E+000
1.201917235820715E+005	1.5956388E+000	-3.525240093701469E-004	3.000000000000000E+000
1.201943898814353E+005	1.5954456E+000	-3.532591717901540E-004	3.000000000000000E+000
1.201970570807997E+005	1.5952775E+000	-3.534394673006249E-004	3.000000000000000E+000
1.201997224801644E+005	1.5950862E+000	-3.537129484157617E-004	3.000000000000000E+000
1.202023896795281E+005	1.5948744E+000	-3.538365342902082E-004	3.000000000000000E+000
1.202050558788925E+005	1.5946205E+000	-3.534539969268884E-004	3.000000000000000E+000
1.202077222782574E+005	1.5945055E+000	-3.530733752323584E-004	3.000000000000000E+000
1.202103893776287E+005	1.5942746E+000	-3.537005195770482E-004	3.000000000000000E+000
1.202130548770032E+005	1.5940892E+000	-3.536038571345163E-004	3.000000000000000E+000
1.202157220763774E+005	1.5938983E+000	-3.541738351846959E-004	3.000000000000000E+000
1.202183882757514E+005	1.5936748E+000	-3.541778463911787E-004	3.000000000000000E+000
1.202210546751258E+005	1.5934876E+000	-3.545566962314829E-004	3.000000000000000E+000
1.202237216745000E+005	1.5932851E+000	-3.549603575126955E-004	3.000000000000000E+000
1.202263872738741E+005	1.5930768E+000	-3.546552702948878E-004	3.000000000000000E+000
1.202290543732484E+005	1.5928608E+000	-3.548090395306680E-004	3.000000000000000E+000
1.202317206726226E+005	1.5927006E+000	-3.557866995976475E-004	3.000000000000000E+000
1.202343870719962E+005	1.5925016E+000	-3.548406724793616E-004	3.000000000000000E+000
1.202370540713633E+005	1.5922973E+000	-3.559302069655970E-004	3.000000000000000E+000
1.202397196707273E+005	1.5920928E+000	-3.565063781252528E-004	3.000000000000000E+000
1.202423866700912E+005	1.5918541E+000	-3.558653785905603E-004	3.000000000000000E+000
1.202450530694560E+005	1.5917014E+000	-3.562244263111286E-004	3.000000000000000E+000
1.202477193688201E+005	1.5914835E+000	-3.566676381202604E-004	3.000000000000000E+000
1.202503864681837E+005	1.5912772E+000	-3.569545009783955E-004	3.000000000000000E+000
1.202530520675492E+005	1.5910918E+000	-3.564947876129859E-004	3.000000000000000E+000
1.202557190669129E+005	1.5908720E+000	-3.568062015259490E-004	3.000000000000000E+000
1.202583854662767E+005	1.5906985E+000	-3.568312756612752E-004	3.000000000000000E+000
1.202610516656430E+005	1.5904843E+000	-3.569078789784274E-004	3.000000000000000E+000
1.202637188650152E+005	1.5902591E+000	-3.581317832322553E-004	3.000000000000000E+000
1.202663843643889E+005	1.5900813E+000	-3.584463158042821E-004	3.000000000000000E+000
1.202690514637642E+005	1.5898559E+000	-3.583695528675134E-004	3.000000000000000E+000
1.202717178631379E+005	1.5897108E+000	-3.583224226708882E-004	3.000000000000000E+000
1.202743840625114E+005	1.5894415E+000	-3.598327214411972E-004	3.000000000000000E+000
1.202770512618865E+005	1.5892675E+000	-3.591947094872525E-004	3.000000000000000E+000
1.202797166612609E+005	1.5890592E+000	-3.592141478267960E-004	3.000000000000000E+000
1.202823838606341E+005	1.5888512E+000	-3.595136247308375E-004	3.000000000000000E+000
1.202850501600089E+005	1.5886656E+000	-3.597337574071202E-004	3.000000000000000E+000
1.202877164593821E+005	1.5884804E+000	-3.602181870888182E-004	3.000000000000000E+000
1.202903835587466E+005	1.5882609E+000	-3.603131657390665E-004	3.000000000000000E+000
1.202930490581114E+005	1.5880543E+000	-3.606974973369946E-004	3.000000000000000E+000
1.202957162574762E+005	1.5878729E+000	-3.604268731851284E-004	3.000000000000000E+000
1.202983824568397E+005	1.5877200E+000	-3.601719410881226E-004	3.000000000000000E+000
1.203010488562044E+005	1.5874833E+000	-3.615089910288319E-004	3.000000000000000E+000
1.203037159555687E+005	1.5872408E+000	-3.614668007227376E-004	3.000000000000000E+000
1.203063814549327E+005	1.5870668E+000	-3.607095048778720E-004	3.000000000000000E+000
1.203090485542975E+005	1.5868645E+000	-3.621641853397530E-004	3.000000000000000E+000
1.203117148536616E+005	1.5866925E+000	-3.627157696336800E-004	3.000000000000000E+000
